id_venda,id_produto,id_cliente,id_regiao,data,quantidade,valor_total
2538,79,298,3,2024-07-30,1,76.57
2539,9,46,5,2024-07-21,2,197.3
2540,86,435,2,2023-03-15,2,79.82
2541,49,39,2,2023-03-17,1,105.71
2542,22,912,3,2023-08-12,2,129.1
2543,48,11,2,2024-06-14,2,166.38
2544,74,463,3,2024-02-28,1,46.78
2545,44,791,1,2024-01-22,1,84.35
2546,85,856,2,2024-08-12,1,70.1
2547,52,794,4,2023-09-20,1,106.68
2548,74,438,2,2023-05-08,1,46.78
2549,83,893,1,2024-08-25,1,53.01
2550,55,103,4,2024-05-17,1,97.29
2551,97,141,2,2023-10-10,1,60.8
2552,51,506,3,2024-05-26,1,19.62
2553,35,517,3,2023-02-23,2,100.32
2554,15,22,1,2023-11-23,3,118.44
2555,46,396,1,2024-05-26,1,38.35
2556,33,356,4,2023-07-31,3,205.29
2557,11,473,5,2023-09-05,1,73.71
2558,50,497,4,2024-06-04,1,47.99
2559,4,547,3,2024-05-02,1,30.89
2560,71,926,1,2024-01-24,1,73.15
2561,33,30,5,2023-01-26,2,136.86
2562,47,720,1,2023-03-12,1,70.27
2563,38,738,4,2023-11-11,1,138.92
2564,90,646,5,2023-05-02,1,72.41
2565,68,193,5,2023-01-26,1,53.8
2566,14,564,1,2023-11-16,1,92.29
2567,92,729,4,2024-10-21,1,61.57
2568,2,51,4,2023-07-21,1,39.06
2569,34,65,1,2024-12-09,2,218.1
2570,86,625,4,2024-06-28,3,119.73
2571,90,110,3,2024-09-25,1,72.41
2572,92,544,4,2024-04-19,2,123.14
2573,1,520,1,2023-01-22,1,18.87
2574,17,966,3,2024-10-02,1,45.48
2575,26,381,5,2024-01-19,1,59.89
2576,87,565,4,2024-11-15,1,78.94
2577,45,222,4,2023-07-12,4,200.28
2578,55,234,2,2024-02-27,1,97.29
2579,59,846,1,2023-06-08,1,55.21
2580,66,503,2,2023-03-23,1,47.46
2581,61,28,1,2023-06-18,1,38.58
2582,31,385,1,2024-01-02,2,106.9
2583,56,297,1,2024-08-02,1,85.52
2584,58,441,4,2024-09-08,1,102.1
2585,59,32,4,2024-04-15,1,55.21
2586,29,400,2,2023-05-03,1,66.49
2587,19,431,4,2023-08-20,1,45.74
2588,17,199,4,2024-07-08,1,45.48
2589,40,218,2,2024-01-18,1,39.15
2590,58,866,1,2024-08-16,1,102.1
2591,14,623,3,2024-12-25,2,184.58
2592,73,944,3,2023-07-26,2,71.22
2593,78,143,3,2024-11-05,1,98.14
2594,43,597,1,2023-03-09,1,16.45
2595,79,578,3,2023-02-07,1,76.57
2596,19,776,4,2023-07-01,2,91.48
2597,39,387,3,2023-11-26,1,90.97
2598,5,371,2,2023-04-14,1,112.11
2599,54,70,3,2023-01-11,1,22.78
2600,79,205,2,2024-07-20,1,76.57
2601,1,72,5,2024-08-06,1,18.87
2602,62,366,1,2023-01-21,1,121.82
2603,46,240,2,2024-11-30,2,76.7
2604,94,932,3,2023-12-28,1,86.5
2605,37,145,3,2023-07-02,1,18.02
2606,78,198,1,2023-01-17,1,98.14
2607,58,828,1,2023-07-04,1,102.1
2608,13,175,1,2023-04-19,1,50.23
2609,46,419,1,2024-05-03,1,38.35
2610,86,722,1,2024-02-01,1,39.91
2611,100,590,1,2023-01-06,2,233.02
2612,51,870,1,2023-06-04,1,19.62
2613,20,945,5,2024-05-11,1,78.71
2614,65,488,2,2024-04-27,2,79.74
2615,78,784,5,2023-12-15,1,98.14
2616,15,823,3,2023-07-19,1,39.48
2617,24,875,1,2024-06-12,1,92.43
2618,83,661,5,2023-08-12,1,53.01
2619,81,973,1,2024-02-17,2,68.52
2620,50,569,3,2024-06-13,1,47.99
2621,55,806,4,2024-10-30,2,194.58
2622,89,249,2,2023-06-22,2,174.56
2623,25,937,5,2023-11-14,1,44.76
2624,62,908,1,2023-05-28,2,243.64
2625,20,804,1,2024-10-17,1,78.71
2626,63,666,5,2024-10-17,4,181.76
2627,16,143,3,2023-04-25,1,55.58
2628,38,133,4,2023-10-11,1,138.92
2629,78,259,1,2023-12-08,1,98.14
2630,86,919,2,2023-02-21,1,39.91
2631,26,258,2,2024-04-02,1,59.89
2632,8,38,2,2023-05-22,1,43.0
2633,76,299,4,2023-05-11,1,80.22
2634,32,314,4,2024-04-30,1,69.75
2635,48,520,1,2024-08-30,1,83.19
2636,4,861,4,2024-06-19,1,30.89
2637,54,228,1,2023-09-19,4,91.12
2638,68,229,1,2024-05-21,2,107.6
2639,84,686,3,2023-09-27,3,287.61
2640,37,885,1,2023-12-13,1,18.02
2641,19,836,1,2024-09-14,1,45.74
2642,78,287,3,2024-02-16,1,98.14
2643,29,685,3,2023-08-04,2,132.98
2644,29,957,3,2024-10-02,1,66.49
2645,13,993,5,2024-12-01,1,50.23
2646,64,114,1,2023-11-07,1,56.95
2647,53,593,1,2023-04-26,3,168.51
2648,24,596,3,2024-01-20,1,92.43
2649,87,460,2,2023-08-23,1,78.94
2650,64,397,4,2024-11-26,1,56.95
2651,100,42,3,2024-10-22,1,116.51
2652,83,997,4,2024-02-26,1,53.01
2653,41,374,4,2024-10-18,1,7.74
2654,70,422,3,2023-01-30,1,106.18
2655,99,391,4,2023-08-14,2,255.4
2656,38,312,2,2023-03-30,1,138.92
2657,93,584,3,2024-12-04,2,201.82
2658,31,847,5,2024-05-08,2,106.9
2659,48,446,3,2023-12-07,1,83.19
2660,72,559,5,2023-08-20,1,77.61
2661,84,429,2,2023-03-30,1,95.87
2662,59,712,2,2023-07-30,2,110.42
2663,8,469,2,2023-02-12,1,43.0
2664,64,375,5,2023-06-07,1,56.95
2665,63,538,3,2024-10-02,1,45.44
2666,28,455,5,2024-08-04,1,64.81
2667,26,363,3,2024-11-03,1,59.89
2668,69,669,2,2024-11-22,1,51.54
2669,75,678,2,2023-12-21,1,63.03
2670,25,452,2,2023-10-18,1,44.76
2671,72,730,5,2024-03-12,1,77.61
2672,79,757,4,2024-12-20,1,76.57
2673,30,63,5,2024-04-09,1,15.29
2674,82,233,1,2024-08-01,1,55.78
2675,73,275,5,2024-09-23,2,71.22
2676,11,885,1,2024-02-11,1,73.71
2677,14,706,3,2023-09-08,1,92.29
2678,50,571,1,2023-12-07,1,47.99
2679,77,404,4,2023-02-21,1,43.08
2680,19,238,5,2023-03-24,1,45.74
2681,85,744,1,2023-08-10,1,70.1
2682,100,35,5,2024-02-06,2,233.02
2683,77,126,4,2024-10-23,1,43.08
2684,4,222,4,2024-02-17,1,30.89
2685,23,671,2,2024-12-29,1,31.45
2686,56,880,5,2023-11-22,1,85.52
2687,54,286,5,2023-08-27,1,22.78
2688,53,896,4,2024-03-08,1,56.17
2689,99,27,4,2024-08-31,1,127.7
2690,7,501,5,2023-07-17,1,73.47
2691,90,540,1,2024-01-08,1,72.41
2692,32,719,1,2024-11-22,1,69.75
2693,28,302,1,2023-08-31,1,64.81
2694,98,744,1,2024-09-06,1,31.45
2695,51,280,4,2023-09-04,4,78.48
2696,58,139,1,2023-08-09,1,102.1
2697,15,3,5,2024-05-21,1,39.48
2698,40,70,3,2024-05-15,1,39.15
2699,37,210,5,2023-07-14,2,36.04
2700,32,36,4,2024-07-29,2,139.5
2701,84,211,4,2023-03-30,1,95.87
2702,36,695,2,2024-06-27,4,239.52
2703,16,723,5,2024-01-19,1,55.58
2704,63,668,5,2024-01-15,1,45.44
2705,42,586,5,2023-09-11,2,135.86
2706,49,742,1,2024-09-29,2,211.42
2707,72,204,1,2024-08-30,1,77.61
2708,41,846,1,2023-01-19,1,7.74
2709,61,310,3,2024-08-06,1,38.58
2710,42,603,4,2023-01-18,1,67.93
2711,40,630,2,2023-02-06,2,78.3
2712,40,677,3,2024-06-10,1,39.15
2713,69,151,2,2024-05-21,1,51.54
2714,33,772,2,2024-04-28,1,68.43
2715,93,249,2,2023-12-19,1,100.91
2716,88,208,4,2024-05-31,1,59.23
2717,18,857,3,2023-07-19,1,53.89
2718,3,851,3,2024-11-23,4,236.28
2719,11,64,5,2023-10-26,2,147.42
2720,69,603,4,2024-08-16,1,51.54
2721,83,886,2,2024-10-02,2,106.02
2722,82,699,5,2024-08-06,2,111.56
2723,15,861,4,2024-11-22,2,78.96
2724,77,175,1,2024-04-06,1,43.08
2725,30,380,4,2023-04-19,1,15.29
2726,12,913,1,2023-11-22,1,76.46
2727,35,631,3,2023-06-26,1,50.16
2728,65,501,5,2023-06-26,1,39.87
2729,86,238,5,2024-06-28,1,39.91
2730,24,317,2,2023-02-09,1,92.43
2731,62,255,5,2024-12-04,2,243.64
2732,37,799,3,2024-09-14,1,18.02
2733,15,628,1,2024-08-21,1,39.48
2734,67,102,4,2024-07-17,3,224.91
2735,6,505,5,2024-09-22,3,134.4
2736,96,283,3,2023-04-29,2,191.66
2737,88,641,1,2023-03-08,5,296.15
2738,17,537,2,2023-12-03,1,45.48
2739,59,585,4,2023-08-10,4,220.84
2740,11,220,2,2023-03-16,1,73.71
2741,26,523,4,2023-06-28,1,59.89
2742,95,848,5,2024-02-05,1,53.06
2743,57,430,3,2023-04-27,1,69.77
2744,86,469,2,2023-11-16,1,39.91
2745,90,479,5,2023-11-26,1,72.41
2746,5,827,2,2023-10-12,2,224.22
2747,25,335,3,2024-06-02,1,44.76
2748,44,90,4,2024-05-10,1,84.35
2749,29,298,3,2024-05-31,2,132.98
2750,4,618,1,2023-03-19,1,30.89
2751,11,698,2,2023-09-20,1,73.71
2752,96,143,3,2024-01-05,1,95.83
2753,73,698,2,2023-04-20,1,35.61
2754,10,295,4,2023-01-01,1,98.55
2755,15,208,4,2024-04-08,2,78.96
2756,28,727,1,2024-01-21,1,64.81
2757,82,509,4,2024-10-10,1,55.78
2758,93,482,2,2024-11-10,2,201.82
2759,66,611,5,2023-11-08,1,47.46
2760,4,844,2,2023-10-08,1,30.89
2761,49,695,2,2023-06-05,1,105.71
2762,71,327,2,2023-05-16,1,73.15
2763,11,594,5,2024-06-16,1,73.71
2764,50,115,1,2023-01-02,1,47.99
2765,56,470,1,2024-08-11,1,85.52
2766,91,140,2,2024-08-26,3,245.55
2767,15,960,3,2023-01-02,1,39.48
2768,93,133,4,2023-03-10,1,100.91
2769,5,316,1,2023-12-08,1,112.11
2770,33,390,5,2024-03-27,1,68.43
2771,37,771,5,2023-10-29,1,18.02
2772,36,802,2,2023-12-28,1,59.88
2773,76,334,1,2024-02-10,2,160.44
2774,82,471,2,2024-11-30,1,55.78
2775,95,360,2,2024-11-09,1,53.06
2776,76,631,3,2024-08-20,1,80.22
2777,33,971,1,2023-09-24,1,68.43
2778,77,680,3,2023-10-09,1,43.08
2779,43,918,2,2023-06-02,1,16.45
2780,65,572,3,2023-08-16,1,39.87
2781,58,562,5,2024-12-13,1,102.1
2782,23,874,4,2024-11-18,2,62.9
2783,3,2,4,2024-03-20,5,295.35
2784,25,826,4,2023-03-01,2,89.52
2785,43,348,1,2023-11-24,2,32.9
2786,3,476,2,2023-11-15,1,59.07
2787,7,538,3,2023-06-28,4,293.88
2788,62,640,1,2023-04-14,1,121.82
2789,72,651,2,2024-11-25,3,232.83
2790,1,815,5,2023-05-02,5,94.35
2791,67,373,3,2024-07-23,1,74.97
2792,1,257,2,2023-02-05,5,94.35
2793,98,213,4,2024-06-08,1,31.45
2794,6,310,3,2023-04-24,1,44.8
2795,2,478,5,2024-09-22,1,39.06
2796,68,577,4,2023-01-28,1,53.8
2797,83,688,2,2023-09-17,1,53.01
2798,90,314,4,2023-07-20,1,72.41
2799,84,572,3,2023-09-17,5,479.35
2800,29,51,4,2023-05-09,1,66.49
2801,44,219,5,2023-12-16,2,168.7
2802,10,155,4,2023-08-10,2,197.1
2803,13,301,4,2023-05-24,3,150.69
2804,25,525,3,2024-05-13,4,179.04
2805,35,905,3,2024-11-19,1,50.16
2806,96,188,1,2023-11-26,4,383.32
2807,99,992,3,2024-05-23,2,255.4
2808,38,122,3,2024-10-01,1,138.92
2809,52,964,5,2023-04-10,1,106.68
2810,69,1,3,2023-01-04,1,51.54
2811,72,940,5,2023-01-02,1,77.61
2812,33,217,4,2024-05-06,1,68.43
2813,66,456,2,2023-03-04,1,47.46
2814,94,102,4,2023-03-10,1,86.5
2815,93,938,2,2023-12-03,1,100.91
2816,46,300,2,2023-07-31,2,76.7
2817,23,957,3,2023-10-17,1,31.45
2818,86,915,1,2023-11-12,1,39.91
2819,78,612,2,2024-10-14,1,98.14
2820,32,934,1,2024-05-11,1,69.75
2821,89,299,4,2023-11-04,3,261.84
2822,20,922,4,2023-11-28,1,78.71
2823,74,484,4,2024-10-06,1,46.78
2824,17,103,4,2024-05-03,1,45.48
2825,47,757,4,2024-12-21,1,70.27
2826,23,581,3,2024-11-07,2,62.9
2827,72,769,2,2024-05-26,1,77.61
2828,44,289,4,2024-08-25,1,84.35
2829,4,207,2,2024-08-09,1,30.89
2830,32,782,3,2023-02-26,1,69.75
2831,13,544,4,2023-06-25,1,50.23
2832,41,62,3,2023-04-12,1,7.74
2833,35,73,4,2024-08-31,1,50.16
2834,25,61,1,2024-10-15,1,44.76
2835,98,193,5,2024-05-23,1,31.45
2836,80,344,4,2024-11-11,2,38.32
2837,61,883,4,2024-01-30,5,192.9
2838,31,934,1,2024-08-29,1,53.45
2839,42,85,4,2024-11-15,2,135.86
2840,58,359,4,2023-05-29,1,102.1
2841,60,375,5,2024-04-03,1,62.36
2842,18,529,1,2023-04-17,2,107.78
2843,79,355,2,2023-05-19,2,153.14
2844,21,538,3,2024-12-01,3,263.76
2845,63,142,4,2024-06-03,1,45.44
2846,55,913,1,2024-12-27,1,97.29
2847,28,468,5,2024-12-20,2,129.62
2848,75,271,2,2023-10-11,1,63.03
2849,20,391,4,2023-02-11,1,78.71
2850,96,708,2,2024-12-16,1,95.83
2851,66,577,4,2023-04-09,1,47.46
2852,27,321,5,2024-09-09,1,28.59
2853,52,865,1,2023-03-31,1,106.68
2854,26,209,5,2023-10-12,2,119.78
2855,3,678,2,2024-09-11,1,59.07
2856,56,244,2,2023-04-17,1,85.52
2857,35,108,1,2023-07-13,1,50.16
2858,4,895,3,2024-11-15,1,30.89
2859,2,39,2,2023-04-26,1,39.06
2860,98,324,1,2023-07-26,1,31.45
2861,51,765,1,2024-10-03,2,39.24
2862,88,426,3,2023-07-19,1,59.23
2863,18,493,2,2023-09-03,3,161.67
2864,37,381,5,2024-05-25,1,18.02
2865,39,601,1,2024-12-09,1,90.97
2866,65,239,4,2024-11-15,1,39.87
2867,30,918,2,2023-09-29,1,15.29
2868,100,731,2,2023-08-12,2,233.02
2869,79,637,5,2023-09-25,1,76.57
2870,79,19,3,2024-02-07,1,76.57
2871,71,247,5,2024-08-22,2,146.3
2872,37,248,2,2023-08-18,3,54.06
2873,19,232,1,2024-09-07,2,91.48
2874,74,735,1,2024-10-10,1,46.78
2875,39,378,2,2023-07-19,2,181.94
2876,23,807,4,2023-06-23,1,31.45
2877,46,840,2,2023-05-03,1,38.35
2878,40,308,4,2023-04-03,1,39.15
2879,69,206,5,2023-08-26,1,51.54
2880,21,405,2,2024-07-17,1,87.92
2881,55,585,4,2023-04-10,1,97.29
2882,3,559,5,2024-09-26,2,118.14
2883,86,77,2,2023-08-30,1,39.91
2884,44,902,5,2023-11-30,1,84.35
2885,36,955,4,2023-12-28,1,59.88
2886,9,331,2,2024-05-22,3,295.95
2887,51,974,1,2024-07-04,1,19.62
2888,23,604,1,2023-11-13,1,31.45
2889,53,446,3,2023-01-01,2,112.34
2890,95,976,4,2024-10-01,2,106.12
2891,85,954,3,2023-08-31,1,70.1
2892,26,463,3,2024-10-22,1,59.89
2893,96,828,1,2023-06-25,2,191.66
2894,19,102,4,2024-01-02,1,45.74
2895,38,297,1,2024-11-14,1,138.92
2896,19,501,5,2023-10-20,2,91.48
2897,14,33,5,2023-07-09,1,92.29
2898,71,56,4,2024-10-11,1,73.15
2899,60,657,5,2023-02-23,1,62.36
2900,19,557,1,2023-06-15,1,45.74
2901,80,964,5,2023-09-11,1,19.16
2902,84,312,2,2023-02-26,2,191.74
2903,45,100,3,2023-02-06,1,50.07
2904,23,890,1,2024-01-22,1,31.45
2905,5,58,2,2023-11-30,1,112.11
2906,36,114,1,2023-01-05,1,59.88
2907,50,279,2,2023-12-09,4,191.96
2908,62,942,2,2024-06-13,1,121.82
2909,87,425,1,2024-05-28,1,78.94
2910,64,653,1,2023-07-10,1,56.95
2911,92,550,2,2023-05-22,1,61.57
2912,9,373,3,2024-07-16,1,98.65
2913,31,830,3,2024-01-18,1,53.45
2914,28,310,3,2023-03-08,4,259.24
2915,68,548,5,2024-07-22,1,53.8
2916,14,32,4,2024-07-08,1,92.29
2917,56,584,3,2024-12-10,2,171.04
2918,9,105,2,2024-09-16,2,197.3
2919,26,682,3,2023-11-26,1,59.89
2920,40,80,1,2024-11-07,1,39.15
2921,66,906,4,2023-10-04,1,47.46
2922,95,6,2,2023-12-21,1,53.06
2923,38,52,3,2024-05-16,2,277.84
2924,21,622,5,2023-11-17,1,87.92
2925,58,886,2,2024-04-10,1,102.1
2926,53,2,4,2023-02-16,2,112.34
2927,43,176,3,2023-10-08,2,32.9
2928,9,612,2,2023-01-26,5,493.25
2929,18,269,1,2023-04-23,2,107.78
2930,91,854,3,2023-10-31,1,81.85
2931,4,15,2,2024-04-21,1,30.89
2932,12,594,5,2024-08-31,1,76.46
2933,70,848,5,2023-07-20,1,106.18
2934,5,782,3,2023-10-21,1,112.11
2935,10,40,4,2023-04-05,1,98.55
2936,39,883,4,2024-10-22,1,90.97
2937,24,782,3,2024-06-04,2,184.86
2938,3,182,2,2023-04-08,1,59.07
2939,20,435,2,2023-10-16,3,236.13
2940,6,722,1,2024-02-20,1,44.8
2941,31,352,1,2023-11-03,1,53.45
2942,69,237,1,2024-06-05,1,51.54
2943,12,803,4,2023-09-05,1,76.46
2944,98,88,5,2024-04-12,1,31.45
2945,50,965,4,2023-04-25,2,95.98
2946,66,642,3,2023-11-29,1,47.46
2947,24,659,4,2024-07-13,1,92.43
2948,81,696,3,2023-03-12,1,34.26
2949,98,932,3,2023-10-28,1,31.45
2950,47,495,3,2023-09-16,3,210.81
2951,58,719,1,2023-01-09,2,204.2
2952,89,836,1,2023-01-17,1,87.28
2953,46,912,3,2023-07-11,1,38.35
2954,45,795,2,2024-08-12,1,50.07
2955,42,2,4,2024-03-31,3,203.79
2956,5,693,3,2024-11-13,1,112.11
2957,2,415,5,2023-01-09,1,39.06
2958,15,312,2,2023-01-02,2,78.96
2959,61,533,4,2024-12-10,1,38.58
2960,5,521,5,2023-09-05,2,224.22
2961,78,432,3,2024-10-20,1,98.14
2962,88,899,2,2023-07-10,1,59.23
2963,87,429,2,2023-10-11,1,78.94
2964,7,975,2,2024-03-29,4,293.88
2965,96,646,5,2023-05-28,2,191.66
2966,21,94,4,2024-09-18,1,87.92
2967,34,894,4,2023-01-07,1,109.05
2968,61,815,5,2023-08-11,1,38.58
2969,36,374,4,2024-08-19,3,179.64
2970,31,250,4,2024-07-22,1,53.45
2971,30,733,2,2024-09-28,1,15.29
2972,59,957,3,2024-05-13,1,55.21
2973,30,892,3,2024-09-30,2,30.58
2974,37,499,5,2024-02-29,1,18.02
2975,2,293,5,2024-05-30,1,39.06
2976,57,16,3,2024-12-25,1,69.77
2977,74,905,3,2023-12-22,2,93.56
2978,70,750,5,2024-08-28,1,106.18
2979,92,407,2,2023-02-08,1,61.57
2980,80,702,5,2024-11-18,4,76.64
2981,27,243,1,2023-03-16,1,28.59
2982,41,933,1,2024-05-15,1,7.74
2983,59,256,5,2024-11-19,1,55.21
2984,95,459,3,2023-01-07,2,106.12
2985,66,864,1,2023-07-24,1,47.46
2986,85,892,3,2024-03-13,4,280.4
2987,77,271,2,2023-11-20,1,43.08
2988,73,948,4,2024-10-25,1,35.61
2989,32,945,5,2023-04-19,1,69.75
2990,15,787,4,2023-01-27,2,78.96
2991,88,757,4,2024-12-12,1,59.23
2992,74,822,1,2023-11-21,2,93.56
2993,74,122,3,2023-03-09,1,46.78
2994,23,629,1,2024-03-06,1,31.45
2995,84,738,4,2024-01-09,1,95.87
2996,99,201,4,2023-02-20,2,255.4
2997,12,623,3,2024-05-10,1,76.46
2998,19,755,3,2023-10-28,1,45.74
2999,11,502,5,2023-07-09,1,73.71
3000,3,603,4,2023-12-17,2,118.14
3001,6,528,4,2023-11-13,1,44.8
3002,32,74,5,2023-03-17,2,139.5
3003,87,653,1,2024-07-14,1,78.94
3004,31,888,2,2023-08-19,1,53.45
3005,69,511,3,2024-11-21,1,51.54
3006,34,267,2,2023-03-10,2,218.1
3007,20,846,1,2023-03-18,2,157.42
3008,82,773,3,2024-06-12,1,55.78
3009,70,218,2,2023-09-28,1,106.18
3010,98,580,4,2024-07-12,1,31.45
3011,74,985,2,2023-05-05,1,46.78
3012,72,69,5,2023-08-28,1,77.61
3013,66,763,3,2023-11-25,1,47.46
3014,42,422,3,2023-07-26,1,67.93
3015,49,949,1,2024-07-12,1,105.71
3016,78,545,3,2024-03-22,1,98.14
3017,18,812,3,2024-02-06,1,53.89
3018,32,595,4,2023-10-02,1,69.75
3019,14,724,1,2024-11-04,1,92.29
3020,78,851,3,2024-10-27,2,196.28
3021,30,641,1,2023-11-11,1,15.29
3022,56,281,1,2024-06-01,1,85.52
3023,94,321,5,2023-04-22,1,86.5
3024,51,961,1,2023-12-13,1,19.62
3025,53,38,2,2023-12-11,1,56.17
3026,76,588,2,2024-07-12,1,80.22
3027,50,481,2,2024-08-19,3,143.97
3028,44,439,3,2023-10-04,1,84.35
3029,74,512,5,2023-02-15,1,46.78
3030,70,714,4,2023-09-26,1,106.18
3031,98,281,1,2023-10-26,1,31.45
3032,18,639,4,2024-01-30,1,53.89
3033,36,207,2,2023-01-04,2,119.76
3034,85,851,3,2024-01-08,1,70.1
3035,9,626,3,2024-01-12,1,98.65
3036,97,303,1,2023-08-06,1,60.8
3037,99,321,5,2023-10-01,1,127.7
3038,93,37,1,2023-03-24,5,504.55
3039,4,673,3,2024-05-28,1,30.89
3040,71,617,2,2023-07-02,1,73.15
3041,74,222,4,2023-01-23,1,46.78
3042,65,336,1,2024-12-11,4,159.48
3043,66,413,5,2024-07-07,1,47.46
3044,69,965,4,2023-06-23,1,51.54
3045,32,697,5,2023-05-16,1,69.75
3046,71,319,3,2023-12-23,1,73.15
3047,74,650,4,2023-01-03,1,46.78
3048,21,988,3,2024-09-05,1,87.92
3049,94,365,5,2023-05-30,1,86.5
3050,46,44,4,2024-07-30,1,38.35
3051,47,750,5,2024-06-08,1,70.27
3052,79,535,3,2023-09-16,1,76.57
3053,22,740,2,2023-02-06,1,64.55
3054,2,842,3,2024-03-11,1,39.06
3055,87,248,2,2023-11-16,1,78.94
3056,98,425,1,2023-05-26,4,125.8
3057,37,973,1,2024-02-13,1,18.02
3058,33,460,2,2023-05-10,1,68.43
3059,84,795,2,2024-10-10,1,95.87
3060,8,969,1,2023-10-27,3,129.0
3061,30,446,3,2024-01-17,1,15.29
3062,35,748,2,2023-07-20,1,50.16
3063,51,70,3,2024-08-27,1,19.62
3064,89,331,2,2024-11-22,1,87.28
3065,54,703,2,2023-01-28,1,22.78
3066,67,156,2,2024-12-03,1,74.97
3067,47,1,3,2023-10-04,1,70.27
3068,79,524,2,2023-03-16,4,306.28
3069,49,228,1,2023-06-29,1,105.71
3070,9,28,1,2024-11-04,1,98.65
3071,54,5,2,2024-01-19,1,22.78
3072,14,11,2,2024-10-27,1,92.29
3073,75,966,3,2024-12-28,1,63.03
3074,5,55,3,2024-05-28,1,112.11
3075,94,789,1,2023-10-13,1,86.5
3076,7,754,1,2024-06-30,2,146.94
3077,2,655,3,2024-03-27,3,117.18
3078,39,238,5,2024-04-09,1,90.97
3079,12,528,4,2024-01-16,1,76.46
3080,65,481,2,2023-08-25,3,119.61
3081,26,435,2,2023-04-01,1,59.89
3082,37,394,2,2023-06-20,2,36.04
3083,62,963,4,2023-04-24,1,121.82
3084,61,419,1,2024-09-19,1,38.58
3085,28,375,5,2023-03-14,1,64.81
3086,18,569,3,2023-09-08,1,53.89
3087,66,777,5,2024-07-06,1,47.46
3088,11,714,4,2023-03-04,1,73.71
3089,26,422,3,2024-01-14,1,59.89
3090,51,910,2,2024-06-05,1,19.62
3091,36,249,2,2023-04-08,1,59.88
3092,72,139,1,2024-08-06,3,232.83
3093,19,454,3,2024-08-14,1,45.74
3094,23,690,5,2024-04-11,2,62.9
3095,59,366,1,2023-10-29,1,55.21
3096,79,254,5,2023-01-12,1,76.57
3097,42,811,3,2024-05-06,4,271.72
3098,10,987,4,2024-04-08,1,98.55
3099,56,472,4,2024-08-15,1,85.52
3100,13,339,3,2023-08-19,1,50.23
3101,39,451,2,2024-12-29,1,90.97
3102,76,490,4,2024-12-02,2,160.44
3103,60,847,5,2024-01-29,2,124.72
3104,66,43,1,2023-05-05,1,47.46
3105,40,931,5,2024-11-30,1,39.15
3106,14,939,3,2024-03-25,1,92.29
3107,4,417,2,2023-06-03,1,30.89
3108,14,367,2,2024-12-11,1,92.29
3109,60,594,5,2024-08-10,1,62.36
3110,49,730,5,2023-03-05,1,105.71
3111,53,128,4,2023-06-02,1,56.17
3112,80,408,3,2024-09-22,1,19.16
3113,54,99,4,2024-07-10,1,22.78
3114,5,403,3,2023-02-26,1,112.11
3115,86,677,3,2024-10-13,1,39.91
3116,39,707,5,2023-01-14,2,181.94
3117,17,365,5,2024-03-12,1,45.48
3118,24,446,3,2023-04-25,1,92.43
3119,66,516,2,2024-06-10,1,47.46
3120,10,488,2,2024-05-19,1,98.55
3121,94,2,4,2024-05-15,1,86.5
3122,71,56,4,2024-09-01,1,73.15
3123,85,105,2,2024-05-09,1,70.1
3124,8,218,2,2024-02-02,1,43.0
3125,99,734,1,2023-05-16,1,127.7
3126,48,932,3,2023-08-27,1,83.19
3127,20,211,4,2024-01-21,1,78.71
3128,42,281,1,2023-01-10,1,67.93
3129,16,260,3,2024-02-29,3,166.74
3130,2,455,5,2024-05-04,2,78.12
3131,41,805,2,2023-11-11,2,15.48
3132,91,272,4,2024-04-09,2,163.7
3133,88,157,2,2023-01-24,3,177.69
3134,26,949,1,2023-09-27,1,59.89
3135,58,547,3,2024-12-12,1,102.1
3136,12,933,1,2023-08-22,1,76.46
3137,92,227,3,2023-05-21,2,123.14
3138,12,112,2,2024-11-14,1,76.46
3139,35,588,2,2024-09-03,1,50.16
3140,40,211,4,2024-10-04,1,39.15
3141,53,453,1,2023-11-12,1,56.17
3142,14,29,5,2023-11-14,3,276.87
3143,70,737,3,2024-05-21,1,106.18
3144,89,755,3,2023-06-17,1,87.28
3145,97,200,4,2024-06-13,1,60.8
3146,46,800,2,2024-08-29,1,38.35
3147,13,99,4,2024-10-23,2,100.46
3148,72,573,4,2023-07-15,1,77.61
3149,75,185,2,2024-10-28,2,126.06
3150,53,591,3,2023-11-29,1,56.17
3151,19,244,2,2023-05-06,1,45.74
3152,44,602,3,2024-01-20,1,84.35
3153,99,433,3,2023-08-09,1,127.7
3154,73,941,4,2024-05-12,1,35.61
3155,82,539,4,2023-03-21,1,55.78
3156,85,786,2,2023-12-17,1,70.1
3157,59,277,5,2024-12-07,3,165.63
3158,80,448,4,2023-12-28,1,19.16
3159,86,504,3,2024-01-23,2,79.82
3160,94,523,4,2024-09-15,1,86.5
3161,97,295,4,2023-01-28,1,60.8
3162,68,940,5,2024-08-23,1,53.8
3163,15,333,3,2023-11-04,1,39.48
3164,36,522,4,2023-07-20,1,59.88
3165,79,32,4,2024-03-20,1,76.57
3166,45,481,2,2024-09-25,1,50.07
3167,24,305,1,2024-01-06,3,277.29
3168,37,112,2,2024-12-10,1,18.02
3169,93,732,3,2023-01-12,2,201.82
3170,63,221,3,2023-04-22,1,45.44
3171,56,217,4,2023-07-10,1,85.52
